ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
204563_at,0.223799,2.69E-02,-2.2942679,-3.66928,-7.43E-01,SELL,selectin L
201316_at,0.223799,2.69E-02,2.2942069,-3.6694,3.24E-01,PSMA2,proteasome subunit alpha 2
1559607_s_at,0.223872,2.69E-02,-2.2940026,-3.6698,-6.03E-01,GBP6,guanylate binding protein family member 6
209531_at,0.223943,2.69E-02,-2.2938007,-3.67019,-2.36E-01,GSTZ1,glutathione S-transferase zeta 1
227634_at,0.223944,2.69E-02,-2.2937345,-3.67032,-1.83E-01,STK32C,serine/threonine kinase 32C
213661_at,0.223948,2.69E-02,2.2936612,-3.67047,3.63E-01,PAMR1,peptidase domain containing associated with muscle regeneration 1
211776_s_at,0.224015,2.70E-02,2.2934671,-3.67085,5.08E-01,EPB41L3,erythrocyte membrane protein band 4.1 like 3
215081_at,0.224124,2.70E-02,2.2931928,-3.67138,2.30E-01,KIAA1024,KIAA1024
224856_at,0.224213,2.70E-02,2.2929274,-3.6719,3.34E-01,FKBP5,FK506 binding protein 5
240552_at,0.224213,2.70E-02,2.2928567,-3.67204,1.65E-01,,
201575_at,0.224213,2.70E-02,-2.2928265,-3.6721,-2.64E-01,SNW1,SNW domain containing 1
222221_x_at,0.224263,2.70E-02,-2.2926666,-3.67242,-3.59E-01,EHD1,EH domain containing 1
201813_s_at,0.224319,2.70E-02,-2.2924947,-3.67275,-2.34E-01,TBC1D5,TBC1 domain family member 5
218404_at,0.224614,2.71E-02,2.2918274,-3.67406,5.08E-01,SNX10,sorting nexin 10
201087_at,0.224614,2.71E-02,-2.2917995,-3.67412,-2.33E-01,PXN,paxillin
200804_at,0.224634,2.71E-02,-2.2916954,-3.67432,-2.85E-01,TMBIM6,transmembrane BAX inhibitor motif containing 6
210190_at,0.224701,2.71E-02,-2.2915033,-3.6747,-1.62E-01,STX11,syntaxin 11
1556383_at,0.224846,2.71E-02,2.2911611,-3.67537,1.69E-01,,
201641_at,0.224866,2.71E-02,2.2909934,-3.6757,6.84E-01,BST2,bone marrow stromal cell antigen 2
227527_at,0.224866,2.71E-02,2.2909775,-3.67573,4.16E-01,KMT2D,lysine methyltransferase 2D
230333_at,0.224866,2.71E-02,-2.290927,-3.67583,-4.44E-01,,
226190_at,0.224912,2.71E-02,2.2907747,-3.67612,3.85E-01,MAP3K13,mitogen-activated protein kinase kinase kinase 13
1557000_at,0.224916,2.71E-02,-2.2907018,-3.67627,-1.74E-01,ESPNL,espin-like
224941_at,0.225151,2.72E-02,2.2901501,-3.67735,8.40E-01,PAPPA,pappalysin 1
228335_at,0.225151,2.72E-02,-2.2901233,-3.6774,-5.69E-01,CLDN11,claudin 11
202838_at,0.225163,2.72E-02,-2.2900335,-3.67758,-4.90E-01,FUCA1,"fucosidase, alpha-L- 1, tissue"
219230_at,0.225359,2.72E-02,-2.2895952,-3.67843,-2.79E-01,TMEM100,transmembrane protein 100
205847_at,0.225374,2.72E-02,-2.2895012,-3.67862,-2.08E-01,PRSS22,"protease, serine 22"
217439_at,0.225539,2.72E-02,-2.2891221,-3.67936,-1.21E-01,LOC101928278,uncharacterized LOC101928278
224975_at,0.225564,2.72E-02,-2.2889718,-3.67966,-4.24E-01,NFIA,nuclear factor I A
234266_at,0.225564,2.72E-02,2.2889446,-3.67971,1.90E-01,,
244860_at,0.22566,2.73E-02,-2.2886963,-3.68019,-2.07E-01,,
205566_at,0.22595,2.73E-02,-2.2880796,-3.6814,-2.48E-01,ABHD2,abhydrolase domain containing 2
239105_at,0.226018,2.73E-02,-2.287885,-3.68178,-1.90E-01,,
229304_s_at,0.226038,2.73E-02,2.2877659,-3.68202,3.17E-01,CENPU,centromere protein U
224459_at,0.226038,2.73E-02,-2.2877178,-3.68211,-1.73E-01,L2HGDH,L-2-hydroxyglutarate dehydrogenase
218513_at,0.226054,2.73E-02,2.2876222,-3.6823,5.96E-01,TMA16,translation machinery associated 16 homolog
224697_at,0.226057,2.73E-02,-2.2875506,-3.68244,-2.36E-01,DCAF5,DDB1 and CUL4 associated factor 5
1554452_a_at,0.226058,2.73E-02,2.2874665,-3.6826,3.51E-01,HILPDA,hypoxia inducible lipid droplet associated
239086_at,0.226058,2.73E-02,-2.2874183,-3.6827,-2.41E-01,IDNK,"IDNK, gluconokinase"
223144_s_at,0.226068,2.73E-02,2.2873358,-3.68286,3.50E-01,AKIRIN2,akirin 2
1562303_at,0.226103,2.74E-02,2.2872029,-3.68312,1.76E-01,ZKSCAN3,zinc finger with KRAB and SCAN domains 3
215691_x_at,0.226353,2.74E-02,-2.286663,-3.68417,-3.74E-01,HSPB11,heat shock protein family B (small) member 11
230508_at,0.226395,2.74E-02,2.286518,-3.68446,2.58E-01,DKK3,dickkopf WNT signaling pathway inhibitor 3
206109_at,0.226444,2.74E-02,2.2863607,-3.68477,2.80E-01,FUT1,fucosyltransferase 1 (H blood group)
227039_at,0.226514,2.74E-02,-2.2861633,-3.68515,-2.77E-01,AKAP13,A-kinase anchoring protein 13
1556213_a_at,0.226521,2.74E-02,2.2860853,-3.6853,1.86E-01,BTG3,BTG anti-proliferation factor 3
206382_s_at,0.226545,2.74E-02,2.285975,-3.68552,4.41E-01,BDNF,brain derived neurotrophic factor
235830_at,0.226583,2.74E-02,2.2858377,-3.68579,3.78E-01,NT5DC1,5'-nucleotidase domain containing 1
226901_at,0.226619,2.74E-02,-2.285703,-3.68605,-3.74E-01,C17orf58,chromosome 17 open reading frame 58
1567558_at,0.226628,2.75E-02,-2.2856227,-3.68621,-1.55E-01,TREML4,triggering receptor expressed on myeloid cells like 4
1567622_at,0.226765,2.75E-02,-2.2852966,-3.68685,-1.13E-01,ABLIM2,actin binding LIM protein family member 2
213743_at,0.22684,2.75E-02,2.2850584,-3.68731,4.56E-01,CCNT2,cyclin T2
200044_at,0.22684,2.75E-02,2.2850245,-3.68738,3.21E-01,GATC///SRSF9,glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
240334_at,0.226945,2.75E-02,-2.2847613,-3.68789,-2.01E-01,LRFN5,leucine rich repeat and fibronectin type III domain containing 5
214240_at,0.227001,2.75E-02,2.2845894,-3.68823,4.13E-01,GAL,galanin and GMAP prepropeptide
213175_s_at,0.227003,2.75E-02,2.2845217,-3.68836,4.75E-01,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1
243830_at,0.227038,2.75E-02,2.2843604,-3.68868,1.61E-01,,
214152_at,0.227038,2.75E-02,-2.2843262,-3.68874,-3.78E-01,DYX1C1-CCPG1///CCPG1,DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
211529_x_at,0.227074,2.75E-02,-2.2841926,-3.68901,-3.36E-01,HLA-G,"major histocompatibility complex, class I, G"
204416_x_at,0.227181,2.76E-02,2.2839255,-3.68953,7.40E-01,APOC1,apolipoprotein C1
221032_s_at,0.227265,2.76E-02,-2.2837004,-3.68997,-1.26E-01,TMPRSS5,"transmembrane protease, serine 5"
1567458_s_at,0.227299,2.76E-02,2.2835721,-3.69022,4.13E-01,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
240901_at,0.227394,2.76E-02,-2.2833272,-3.6907,-1.32E-01,,
212652_s_at,0.227412,2.76E-02,2.2831912,-3.69096,4.16E-01,SNX4,sorting nexin 4
1570396_at,0.227412,2.76E-02,-2.2831147,-3.69111,-1.38E-01,LOC101928910///FAM66C,uncharacterized LOC101928910///family with sequence similarity 66 member C
230911_at,0.227412,2.76E-02,-2.2830981,-3.69115,-1.89E-01,SIX1,SIX homeobox 1
210271_at,0.227423,2.76E-02,-2.2828201,-3.69169,-1.69E-01,NEUROD2,neuronal differentiation 2
228381_at,0.227423,2.76E-02,-2.2827781,-3.69177,-4.55E-01,ATF7IP2,activating transcription factor 7 interacting protein 2
234931_at,0.227423,2.76E-02,2.2826452,-3.69203,3.12E-01,,
223121_s_at,0.227423,2.76E-02,2.2826426,-3.69204,3.00E-01,SFRP2,secreted frizzled related protein 2
200053_at,0.227423,2.76E-02,-2.2825583,-3.6922,-2.24E-01,SPAG7,sperm associated antigen 7
244398_x_at,0.227423,2.76E-02,2.2825512,-3.69221,2.53E-01,ZNF684,zinc finger protein 684
1554071_at,0.227423,2.76E-02,-2.282539,-3.69224,-1.57E-01,DEUP1,deuterosome assembly protein 1
238440_at,0.227423,2.77E-02,-2.2825268,-3.69226,-2.73E-01,CLYBL,citrate lyase beta like
234474_x_at,0.227423,2.77E-02,-2.2824942,-3.69233,-1.10E-01,IL6ST,interleukin 6 signal transducer
224625_x_at,0.227559,2.77E-02,-2.2821206,-3.69306,-3.26E-01,MIR1282///HYPK///SERF2,microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
227776_at,0.227559,2.77E-02,2.2820753,-3.69314,4.28E-01,ACER3,alkaline ceramidase 3
201727_s_at,0.227559,2.77E-02,2.2820417,-3.69321,3.07E-01,ELAVL1,ELAV like RNA binding protein 1
229729_at,0.227559,2.77E-02,-2.281979,-3.69333,-1.86E-01,TMEM8B,transmembrane protein 8B
211712_s_at,0.227563,2.77E-02,-2.2819066,-3.69347,-6.98E-01,ANXA9,annexin A9
200762_at,0.227623,2.77E-02,2.281729,-3.69382,4.39E-01,DPYSL2,dihydropyrimidinase like 2
1557681_s_at,0.227766,2.77E-02,-2.2813924,-3.69448,-1.88E-01,SAMD15,sterile alpha motif domain containing 15
230419_at,0.227769,2.77E-02,-2.2813166,-3.69463,-1.40E-01,SOX9-AS1,SOX9 antisense RNA 1
236558_at,0.227769,2.77E-02,-2.2812586,-3.69474,-6.91E-01,,
208605_s_at,0.227874,2.77E-02,-2.2809955,-3.69525,-1.72E-01,NTRK1,neurotrophic receptor tyrosine kinase 1
226105_at,0.227885,2.78E-02,-2.2809106,-3.69542,-3.57E-01,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
222118_at,0.228022,2.78E-02,2.2805319,-3.69616,4.20E-01,CENPN,centromere protein N
242396_at,0.228022,2.78E-02,-2.2805215,-3.69618,-2.54E-01,NR2F2,nuclear receptor subfamily 2 group F member 2
1557638_at,0.228122,2.78E-02,2.2802673,-3.69667,3.37E-01,LOC101929748,uncharacterized LOC101929748
1554667_s_at,0.228184,2.78E-02,2.2800102,-3.69718,4.57E-01,METTL8,methyltransferase like 8
204740_at,0.228184,2.78E-02,-2.2799429,-3.69731,-2.26E-01,CNKSR1,connector enhancer of kinase suppressor of Ras 1
1557617_at,0.228184,2.78E-02,-2.2799092,-3.69737,-2.18E-01,DCTN1-AS1,DCTN1 antisense RNA 1
236816_at,0.228184,2.78E-02,2.2798923,-3.69741,3.99E-01,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
216258_s_at,0.228252,2.78E-02,-2.2797005,-3.69778,-2.28E-01,SERPINB13,serpin family B member 13
229841_at,0.228307,2.78E-02,2.2795322,-3.69811,6.15E-01,,
207527_at,0.228322,2.78E-02,-2.279439,-3.69829,-1.62E-01,KCNJ9,potassium voltage-gated channel subfamily J member 9
235158_at,0.228357,2.79E-02,2.2793073,-3.69855,4.86E-01,TMEM209,transmembrane protein 209
225454_at,0.228361,2.79E-02,2.2791931,-3.69877,2.77E-01,CCDC124,coiled-coil domain containing 124
222549_at,0.228361,2.79E-02,2.2791707,-3.69882,1.02,CLDN1,claudin 1
220799_at,0.228363,2.79E-02,-2.279103,-3.69895,-1.04E-01,GCM2,glial cells missing homolog 2
224279_s_at,0.228377,2.79E-02,2.279012,-3.69913,2.31E-01,CABYR,calcium binding tyrosine phosphorylation regulated
216608_at,0.228417,2.79E-02,-2.2788363,-3.69947,-1.10E-01,DKFZP434A062,uncharacterized LOC26102
217068_at,0.228417,2.79E-02,-2.278808,-3.69952,-9.62E-02,,
230785_at,0.228452,2.79E-02,2.2786777,-3.69978,1.88E-01,SALL3,spalt like transcription factor 3
226335_at,0.228682,2.79E-02,-2.2781799,-3.70075,-3.70E-01,RPS6KA3,ribosomal protein S6 kinase A3
1555618_s_at,0.228712,2.79E-02,2.2779813,-3.70114,2.45E-01,SAE1,SUMO1 activating enzyme subunit 1
202658_at,0.228712,2.79E-02,-2.2779457,-3.70121,-2.36E-01,PEX11B,peroxisomal biogenesis factor 11 beta
205957_at,0.228712,2.80E-02,-2.2778826,-3.70133,-1.37E-01,PLXNB3,plexin B3
214097_at,0.228712,2.80E-02,2.2778638,-3.70137,5.07E-01,RPS21,ribosomal protein S21
200724_at,0.228716,2.80E-02,-2.2777935,-3.7015,-1.58E-01,SNORA70///RPL10,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10"
206188_at,0.228729,2.80E-02,2.2776663,-3.70175,4.19E-01,ZNF623,zinc finger protein 623
202282_at,0.228729,2.80E-02,2.2776347,-3.70181,2.59E-01,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
212688_at,0.228729,2.80E-02,2.2774461,-3.70218,3.81E-01,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
241994_at,0.228729,2.80E-02,-2.2774427,-3.70219,-4.86E-01,XDH,xanthine dehydrogenase
1555388_s_at,0.228729,2.80E-02,-2.2773978,-3.70227,-2.20E-01,SNX25,sorting nexin 25
243137_at,0.228729,2.80E-02,-2.2772894,-3.70249,-1.28E-01,,
230136_at,0.228729,2.80E-02,-2.277264,-3.70254,-3.27E-01,,
211882_x_at,0.228729,2.80E-02,-2.2772274,-3.70261,-2.20E-01,FUT6,fucosyltransferase 6
232685_at,0.228729,2.80E-02,2.2771878,-3.70268,2.99E-01,,
223435_s_at,0.228805,2.80E-02,-2.2769785,-3.70309,-2.00E-01,PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,"protocadherin alpha 1///protocadherin alpha 2///protocadherin alpha 3///protocadherin alpha 4///protocadherin alpha 5///protocadherin alpha 6///protocadherin alpha 7///protocadherin alpha 8///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 12///protocadherin alpha 13///protocadherin alpha subfamily C, 1///protocadherin alpha subfamily C, 2///protocadherin alpha 9"
1568853_at,0.228805,2.80E-02,-2.2769155,-3.70322,-1.13E-01,LOC101927929,uncharacterized LOC101927929
212175_s_at,0.22883,2.80E-02,2.2768049,-3.70343,3.66E-01,AK2,adenylate kinase 2
230489_at,0.228928,2.80E-02,-2.2765563,-3.70392,-2.20E-01,CD5,CD5 molecule
230747_s_at,0.228968,2.80E-02,-2.2763693,-3.70428,-3.47E-01,TTC39C,tetratricopeptide repeat domain 39C
212925_at,0.228968,2.80E-02,-2.2763524,-3.70431,-1.65E-01,MISP,mitotic spindle positioning
212231_at,0.229074,2.81E-02,2.2760438,-3.70492,3.16E-01,FBXO21,F-box protein 21
229045_at,0.229074,2.81E-02,-2.2760243,-3.70495,-1.64E-01,SNX20,sorting nexin 20
208940_at,0.229121,2.81E-02,2.2758632,-3.70527,3.93E-01,SEPHS1,selenophosphate synthetase 1
213036_x_at,0.229121,2.81E-02,-2.2756944,-3.7056,-4.24E-01,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
1552721_a_at,0.229121,2.81E-02,2.2756905,-3.7056,3.50E-01,FGF1,fibroblast growth factor 1
221788_at,0.229121,2.81E-02,2.2755866,-3.70581,3.39E-01,PGM3,phosphoglucomutase 3
210145_at,0.229121,2.81E-02,2.2755564,-3.70587,7.85E-01,PLA2G4A,phospholipase A2 group IVA
208740_at,0.229121,2.81E-02,-2.2755504,-3.70588,-4.40E-01,SAP18,Sin3A associated protein 18
241458_at,0.229135,2.81E-02,-2.2754145,-3.70614,-2.00E-01,,
235280_at,0.229135,2.81E-02,2.2753688,-3.70623,1.76E-01,POLR1A,RNA polymerase I subunit A
206283_s_at,0.229135,2.81E-02,-2.2753258,-3.70631,-1.36E-01,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
209505_at,0.229135,2.81E-02,-2.2752664,-3.70643,-8.47E-01,NR2F1,nuclear receptor subfamily 2 group F member 1
221643_s_at,0.229694,2.82E-02,-2.2741507,-3.7086,-1.36E-01,RERE,arginine-glutamic acid dipeptide repeats
217272_s_at,0.22971,2.82E-02,-2.2740563,-3.70879,-1.11,SERPINB13,serpin family B member 13
208920_at,0.229781,2.82E-02,-2.2738592,-3.70917,-4.67E-01,SRI,sorcin
224620_at,0.229872,2.82E-02,-2.2736238,-3.70963,-1.11E-01,MAPK1,mitogen-activated protein kinase 1
202887_s_at,0.22992,2.82E-02,2.2734702,-3.70993,5.09E-01,DDIT4,DNA damage inducible transcript 4
1552964_at,0.229934,2.82E-02,-2.2733664,-3.71013,-1.28E-01,CFAP46,cilia and flagella associated protein 46
226416_at,0.229934,2.82E-02,2.2733158,-3.71023,3.99E-01,ERI1,exoribonuclease 1
222610_s_at,0.229995,2.83E-02,2.2731177,-3.71062,2.62E-01,S100PBP,S100P binding protein
234670_at,0.229995,2.83E-02,-2.2730726,-3.71071,-1.10E-01,,
208638_at,0.230003,2.83E-02,2.2729445,-3.71095,2.45E-01,PDIA6,protein disulfide isomerase family A member 6
226754_at,0.230003,2.83E-02,2.2729282,-3.71099,2.31E-01,ZNF251,zinc finger protein 251
217422_s_at,0.230003,2.83E-02,-2.2728657,-3.71111,-2.41E-01,CD22,CD22 molecule
1554078_s_at,0.230005,2.83E-02,2.2727968,-3.71124,2.56E-01,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3
207551_s_at,0.230039,2.83E-02,-2.2726694,-3.71149,-2.55E-01,MSL3,male-specific lethal 3 homolog (Drosophila)
210811_s_at,0.230046,2.83E-02,2.2725698,-3.71168,2.47E-01,DDX49,DEAD-box helicase 49
211076_x_at,0.230046,2.83E-02,-2.2725141,-3.71179,-1.67E-01,ATN1,atrophin 1
206342_x_at,0.230046,2.83E-02,-2.2724642,-3.71189,-2.59E-01,IDS,iduronate 2-sulfatase
1570225_at,0.230176,2.83E-02,-2.2721563,-3.71249,-1.38E-01,TMEM150B,transmembrane protein 150B
232947_at,0.230184,2.83E-02,2.2720647,-3.71267,3.22E-01,,
218001_at,0.230184,2.83E-02,2.2718722,-3.71304,3.83E-01,MRPS2,mitochondrial ribosomal protein S2
241416_at,0.230184,2.83E-02,-2.271848,-3.71309,-1.46E-01,LOC101928806,uncharacterized LOC101928806
214547_at,0.230184,2.83E-02,2.2718365,-3.71311,6.53E-01,ADCY10,"adenylate cyclase 10, soluble"
1566917_at,0.230184,2.83E-02,-2.2717854,-3.71321,-1.18E-01,HPYR1,Helicobacter pylori responsive 1 (non-protein coding)
205854_at,0.230184,2.84E-02,2.2717225,-3.71333,4.25E-01,TULP3,tubby like protein 3
241127_at,0.230184,2.84E-02,-2.2715854,-3.7136,-1.09E-01,,
231182_at,0.230184,2.84E-02,-2.271564,-3.71364,-1.67E-01,WIPF1,WAS/WASL interacting protein family member 1
225068_at,0.230184,2.84E-02,2.2715634,-3.71364,3.36E-01,KLHL12,kelch like family member 12
204400_at,0.230199,2.84E-02,2.2714719,-3.71382,8.46E-01,EFS,embryonal Fyn-associated substrate
218112_at,0.23026,2.84E-02,2.2712151,-3.71432,2.68E-01,MRPS34,mitochondrial ribosomal protein S34
207151_at,0.23026,2.84E-02,-2.2711789,-3.71439,-1.23E-01,ADCYAP1R1,ADCYAP receptor type I
222724_at,0.23026,2.84E-02,-2.2711655,-3.71442,-1.47E-01,VWA1,von Willebrand factor A domain containing 1
226546_at,0.230289,2.84E-02,-2.2710473,-3.71465,-5.70E-01,LOC100506844,uncharacterized LOC100506844
225837_at,0.230303,2.84E-02,2.2709563,-3.71483,3.55E-01,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1
243973_at,0.230334,2.84E-02,-2.2708342,-3.71506,-1.55E-01,,
222157_s_at,0.230375,2.84E-02,-2.2706677,-3.71539,-1.53E-01,WDR48,WD repeat domain 48
224321_at,0.230375,2.84E-02,-2.2705672,-3.71558,-6.91E-01,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2
1556156_at,0.230375,2.84E-02,2.270566,-3.71559,1.57E-01,ESRRB,estrogen related receptor beta
206511_s_at,0.230381,2.84E-02,-2.2704903,-3.71573,-1.60E-01,SIX2,SIX homeobox 2
240520_at,0.230397,2.84E-02,-2.2703359,-3.71603,-1.35E-01,,
204822_at,0.230397,2.85E-02,2.2702344,-3.71623,6.50E-01,TTK,TTK protein kinase
244486_at,0.230397,2.85E-02,-2.270201,-3.7163,-1.68E-01,PINK1-AS,PINK1 antisense RNA
205100_at,0.230397,2.85E-02,2.2701588,-3.71638,3.52E-01,GFPT2,glutamine-fructose-6-phosphate transaminase 2
215667_x_at,0.230397,2.85E-02,2.2701414,-3.71641,3.65E-01,PMS2P9///PMS2P5,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 5"
1559514_at,0.230703,2.85E-02,-2.2695041,-3.71765,-1.32E-01,LOC100132077,uncharacterized LOC100132077
231793_s_at,0.230707,2.85E-02,-2.2694324,-3.71779,-4.82E-01,CAMK2D,calcium/calmodulin dependent protein kinase II delta
1557146_a_at,0.230725,2.85E-02,-2.2693134,-3.71802,-2.00E-01,SSTR5-AS1,SSTR5 antisense RNA 1
212884_x_at,0.230725,2.85E-02,2.2692127,-3.71822,4.09E-01,APOE,apolipoprotein E
220583_at,0.230725,2.85E-02,-2.2692082,-3.71823,-1.57E-01,,
1561017_at,0.230851,2.85E-02,2.268902,-3.71882,2.01E-01,,
212291_at,0.230851,2.85E-02,-2.2687706,-3.71908,-3.52E-01,HIPK1,homeodomain interacting protein kinase 1
225354_s_at,0.230851,2.85E-02,-2.2687402,-3.71914,-5.11E-01,SH3BGRL2,SH3 domain binding glutamate rich protein like 2
229686_at,0.230851,2.86E-02,-2.268717,-3.71918,-5.61E-01,P2RY8,purinergic receptor P2Y8
227367_at,0.23089,2.86E-02,2.2685801,-3.71945,3.84E-01,SLCO3A1,solute carrier organic anion transporter family member 3A1
223983_s_at,0.230988,2.86E-02,2.2683099,-3.71997,2.47E-01,C19orf12,chromosome 19 open reading frame 12
1557165_s_at,0.230988,2.86E-02,-2.2682038,-3.72018,-2.39E-01,KLHL18,kelch like family member 18
214657_s_at,0.230988,2.86E-02,-2.2681485,-3.72029,-5.92E-01,MIR612///NEAT1,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
1563357_at,0.230988,2.86E-02,-2.2680869,-3.72041,-7.02E-01,,
238448_at,0.230988,2.86E-02,2.2680271,-3.72052,2.40E-01,MRPL19,mitochondrial ribosomal protein L19
218321_x_at,0.230988,2.86E-02,-2.2680105,-3.72056,-1.95E-01,STYXL1,serine/threonine/tyrosine interacting-like 1
210524_x_at,0.230988,2.86E-02,-2.26795,-3.72067,-2.10E-01,,
236752_at,0.231177,2.86E-02,2.2675122,-3.72153,7.21E-01,,
242524_at,0.231177,2.86E-02,2.2674696,-3.72161,1.10E-01,CBLN4,cerebellin 4 precursor
239289_x_at,0.23124,2.86E-02,2.2672875,-3.72196,1.76E-01,FAN1,FANCD2/FANCI-associated nuclease 1
212563_at,0.231319,2.87E-02,2.2670755,-3.72237,3.20E-01,MIR7112///BOP1,microRNA 7112///block of proliferation 1
235400_at,0.231328,2.87E-02,-2.2669495,-3.72262,-5.78E-01,FCRLA,Fc receptor like A
213952_s_at,0.231328,2.87E-02,-2.2669309,-3.72266,-1.65E-01,ALOX5,arachidonate 5-lipoxygenase
1559681_a_at,0.23151,2.87E-02,2.2664732,-3.72354,1.99E-01,LOC101930303///LOC101930301///TRIM16L,uncharacterized LOC101930303///uncharacterized LOC101930301///tripartite motif containing 16-like
220666_at,0.23151,2.87E-02,2.266464,-3.72356,2.74E-01,,
201309_x_at,0.231513,2.87E-02,2.2663956,-3.7237,4.87E-01,NREP,neuronal regeneration related protein
1564242_at,0.231575,2.87E-02,-2.2662162,-3.72404,-1.57E-01,TRPM2-AS,TRPM2 antisense RNA
1559404_a_at,0.231578,2.87E-02,-2.2661242,-3.72422,-1.29E-01,HMGN3-AS1,HMGN3 antisense RNA 1
218652_s_at,0.231578,2.87E-02,2.266044,-3.72438,3.43E-01,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
211215_x_at,0.231578,2.87E-02,-2.2659568,-3.72455,-1.42E-01,DIO2,"deiodinase, iodothyronine, type II"
226654_at,0.231578,2.87E-02,-2.2659554,-3.72455,-1.91E-01,MUC12,"mucin 12, cell surface associated"
219261_at,0.231586,2.87E-02,2.2657845,-3.72488,2.08E-01,C7orf26,chromosome 7 open reading frame 26
215818_at,0.231586,2.87E-02,2.2657393,-3.72497,1.57E-01,NUDT7,nudix hydrolase 7
218152_at,0.231586,2.88E-02,2.2656688,-3.72511,3.78E-01,HMG20A,high mobility group 20A
225701_at,0.231586,2.88E-02,-2.2656685,-3.72511,-4.97E-01,AKNA,AT-hook transcription factor
1553454_at,0.231586,2.88E-02,-2.2656211,-3.7252,-1.07,RPTN,repetin
212000_at,0.231589,2.88E-02,2.2655533,-3.72533,2.75E-01,SUGP2,SURP and G-patch domain containing 2
215723_s_at,0.231631,2.88E-02,2.2654109,-3.72561,3.65E-01,PLD1,phospholipase D1
225478_at,0.231715,2.88E-02,2.2651899,-3.72604,4.44E-01,MFHAS1,malignant fibrous histiocytoma amplified sequence 1
206346_at,0.2318,2.88E-02,2.2649673,-3.72647,2.33E-01,PRLR,prolactin receptor
218343_s_at,0.231819,2.88E-02,2.2648189,-3.72676,4.52E-01,GTF3C3,general transcription factor IIIC subunit 3
200064_at,0.231819,2.88E-02,2.2647889,-3.72682,4.12E-01,HSP90AB1,heat shock protein 90 alpha family class B member 1
